受访者 ID,年龄 ,Gender, 地区 ,答题时长(秒),Q1_整体满意度,Q2_推荐意愿,Q3_使用频率,Q4_是否购买,Q5_界面满意度,Q6_功能满意度,Q7_体验评分,Q8_性价比评分,Q9_复购意愿
R00910,36-45,男,深圳,370,满意,肯定会,总是,否,满意,肯定会,4,2,总是
R00911,26-35,女,北京,150,非常不满意,不确定,经常,是,满意,可能不会,10,7,偶尔
R00912,46-55,男,成都,267,满意,可能会,偶尔,是,满意,肯定会,5,3,经常
R00913,26-35,女,深圳,298,满意,可能会,总是,否,满意,可能不会,8,7,偶尔
R00914,36-45,男,杭州,160,满意,可能会,总是,是,满意,可能会,4,7,总是
R00915,36-45,女,北京,502,满意,肯定会,经常,是,满意,不确定,3,8,总是
R00916,26-35,男,广州,236,满意,不确定,偶尔,是,满意,可能会,10,4,偶尔
R00917,36-45,男,广州,466,不满意,可能会,经常,是,满意,可能会,9,10,从不
R00918,36-45,女,深圳,358,满意,不确定,偶尔,是,不满意,不确定,8,8,偶尔
R00919,36-45,女,北京,504,一般,可能会,偶尔,是,满意,可能不会,9,6,总是
R00920,36-45,女,杭州,85,一般,肯定会,总是,否,一般,可能会,2,7,偶尔
R00921,36-45,男,上海,252,满意,肯定会,很少,否,非常满意,肯定会,6,2,偶尔
R00922,46-55,男,广州,511,不满意,可能不会,总是,是,非常不满意,肯定会,6,1,从不
R00923,36-45,女,上海,248,一般,可能会,经常,是,一般,可能会,8,6,经常
R00924,46-55,男,北京,110,满意,可能会,经常,是,非常不满意,可能不会,3,6,经常
R00925,36-45,男,成都,125,满意,可能会,经常,是,不满意,可能会,1,7,经常
R00926,26-35,男,广州,412,不满意,不确定,很少,是,满意,可能会,9,1,偶尔
R00927,26-35,男,深圳,102,非常不满意,肯定会,经常,是,不满意,不确定,3,7,经常
R00928,26-35,其他,广州,493,不满意,可能会,经常,是,一般,可能会,5,1,经常
R00929,36-45,女,广州,394,满意,肯定会,从不,否,一般,不确定,10,6,总是
R00930,18-25,男,杭州,567,一般,可能会,经常,是,一般,可能会,5,6,很少
R00931,26-35,女,上海,398,满意,不确定,经常,否,非常满意,可能会,7,6,总是
R00932,36-45,男,广州,586,一般,可能会,偶尔,是,一般,可能会,4,6,经常
R00933,18-25,其他,广州,499,满意,肯定会,经常,是,非常满意,可能会,9,6,很少
R00934,18-25,女,成都,90,非常满意,肯定会,偶尔,是,非常不满意,可能会,10,5,很少
R00935,26-35,男,上海,478,满意,可能会,很少,否,一般,可能不会,7,10,经常
R00936,56+,女,杭州,92,一般,肯定会,经常,是,非常不满意,肯定会,1,10,很少
R00937,26-35,其他,杭州,335,满意,不确定,经常,是,不满意,可能不会,10,4,经常
R00938,46-55,男,成都,538,满意,肯定会,偶尔,是,非常满意,不确定,6,1,很少
R00939,46-55,女,杭州,89,不满意,可能不会,经常,是,一般,可能会,1,5,总是
R00940,26-35,男,深圳,83,满意,肯定会,从不,是,一般,肯定不会,8,10,偶尔
R00941,46-55,女,广州,298,非常满意,肯定会,经常,否,一般,肯定不会,2,2,很少
R00942,26-35,男,成都,421,满意,不确定,总是,是,不满意,不确定,5,3,经常
R00943,46-55,男,杭州,449,非常满意,肯定会,偶尔,否,满意,不确定,9,4,经常
R00944,36-45,男,广州,418,一般,不确定,从不,否,一般,肯定不会,10,2,经常
R00945,26-35,女,北京,391,不满意,可能会,总是,是,满意,不确定,4,8,经常
R00946,18-25,其他,深圳,487,不满意,不确定,经常,是,不满意,不确定,7,2,总是
R00947,56+,男,杭州,203,非常满意,可能会,经常,是,一般,可能会,3,7,偶尔
R00948,18-25,其他,杭州,163,一般,可能会,经常,是,满意,可能会,8,7,很少
R00949,56+,女,杭州,120,满意,不确定,经常,是,非常不满意,可能会,10,10,偶尔
R00950,46-55,男,杭州,135,满意,可能会,从不,是,满意,可能会,10,9,很少
R00951,36-45,男,上海,188,非常满意,可能会,偶尔,是,满意,肯定会,4,5,经常
R00952,56+,女,杭州,99,一般,不确定,总是,否,满意,肯定不会,6,10,经常
R00953,56+,男,成都,470,一般,肯定不会,经常,是,满意,可能不会,4,5,很少
R00954,46-55,女,北京,430,满意,可能会,偶尔,否,非常不满意,可能会,5,10,从不
R00955,26-35,女,上海,352,满意,不确定,从不,否,一般,不确定,7,10,偶尔
R00956,36-45,女,杭州,146,非常满意,可能会,总是,否,满意,不确定,2,6,从不
R00957,18-25,男,杭州,210,满意,可能不会,经常,是,不满意,肯定会,6,2,总是
R00958,26-35,男,上海,278,非常满意,可能会,经常,是,满意,可能会,9,8,很少
R00959,26-35,男,成都,219,一般,可能会,很少,是,非常不满意,不确定,4,8,偶尔
R00960,36-45,女,成都,555,不满意,肯定不会,很少,是,一般,肯定不会,5,6,总是
R00961,36-45,男,广州,142,一般,不确定,偶尔,是,非常不满意,肯定会,1,3,经常
R00962,26-35,女,北京,446,满意,可能会,经常,是,非常不满意,可能不会,5,6,总是
R00963,46-55,女,北京,234,满意,可能会,偶尔,是,一般,可能会,5,1,经常
R00964,56+,男,北京,270,一般,可能会,偶尔,是,满意,可能会,3,4,经常
R00965,18-25,女,杭州,577,不满意,可能不会,很少,是,不满意,可能不会,1,6,很少
R00966,18-25,男,上海,310,一般,可能不会,经常,是,非常不满意,可能不会,9,3,偶尔
R00967,18-25,男,北京,301,一般,肯定会,经常,否,非常不满意,可能会,7,9,很少
R00968,46-55,男,上海,480,一般,肯定会,很少,是,满意,肯定不会,8,4,经常
R00969,26-35,男,上海,72,满意,可能会,经常,否,一般,可能不会,1,1,偶尔
R00970,46-55,女,北京,142,一般,可能会,经常,否,非常满意,不确定,7,4,偶尔
R00971,18-25,女,上海,433,非常满意,肯定不会,经常,是,满意,可能不会,4,8,从不
R00972,18-25,男,成都,440,不满意,可能不会,经常,否,满意,可能会,5,6,偶尔
R00973,46-55,女,杭州,432,满意,可能会,经常,是,一般,可能不会,3,8,偶尔
R00974,46-55,女,广州,140,一般,可能会,经常,是,满意,可能会,7,3,经常
R00975,26-35,男,广州,306,满意,可能会,很少,是,满意,肯定会,8,9,很少
R00976,26-35,女,广州,85,一般,可能会,偶尔,是,满意,可能会,5,1,很少
R00977,18-25,女,广州,203,一般,可能会,经常,否,满意,肯定会,5,5,经常
R00978,56+,男,成都,450,一般,可能会,经常,是,非常满意,可能不会,8,7,经常
R00979,26-35,男,成都,365,一般,可能会,偶尔,是,一般,可能会,9,7,很少
R00980,26-35,男,杭州,485,一般,肯定不会,偶尔,是,满意,可能会,10,9,总是
R00981,18-25,其他,成都,82,一般,可能会,经常,是,非常不满意,可能会,8,10,总是
R00982,46-55,男,成都,293,满意,不确定,经常,否,满意,可能不会,3,10,很少
R00983,18-25,女,成都,231,满意,可能不会,偶尔,是,非常不满意,肯定会,1,7,经常
R00984,26-35,女,成都,208,满意,可能不会,偶尔,是,不满意,不确定,9,4,从不
R00985,36-45,女,北京,176,满意,可能会,总是,是,非常不满意,可能会,6,8,偶尔
R00986,36-45,女,北京,593,满意,肯定会,偶尔,是,满意,可能会,1,6,很少
R00987,56+,女,成都,198,不满意,可能不会,偶尔,否,满意,肯定会,6,9,经常
R00988,26-35,男,北京,164,非常满意,肯定会,从不,是,一般,可能会,6,7,总是
R00989,36-45,女,成都,156,非常满意,不确定,从不,是,非常满意,不确定,6,8,经常
R00990,18-25,男,杭州,484,不满意,可能会,经常,是,非常满意,可能会,2,10,经常
R00991,26-35,女,成都,276,满意,可能会,经常,是,满意,不确定,3,1,很少
R00992,18-25,女,成都,272,满意,肯定不会,从不,否,一般,可能会,3,2,偶尔
R00993,26-35,女,广州,259,满意,可能不会,经常,是,满意,可能会,5,10,从不
R00994,26-35,男,广州,106,一般,可能会,从不,是,不满意,不确定,5,6,偶尔
R00995,56+,男,北京,400,满意,不确定,偶尔,否,非常满意,可能会,10,9,经常
R00996,18-25,男,广州,186,一般,肯定会,总是,是,满意,可能不会,6,6,很少
R00997,26-35,女,成都,338,不满意,可能会,经常,是,非常满意,肯定不会,5,8,总是
R00998,26-35,男,深圳,243,非常满意,可能不会,经常,是,不满意,可能会,2,9,偶尔
R00999,56+,男,上海,327,一般,可能不会,很少,否,一般,可能不会,6,7,很少
R01000,46-55,男,深圳,113,满意,肯定不会,经常,是,一般,可能会,6,10,从不
R01001,18-25,男,成都,498,满意,不确定,总是,是,一般,可能会,1,9,总是
R01002,36-45,女,广州,240,满意,可能会,经常,否,一般,肯定会,2,7,偶尔
R01003,26-35,男,广州,125,不满意,不确定,总是,是,非常满意,不确定,8,3,很少
R01004,56+,男,成都,291,满意,肯定会,经常,是,不满意,可能不会,3,5,很少
R01005,26-35,女,深圳,597,非常满意,肯定会,很少,否,一般,肯定会,3,4,偶尔
R01006,26-35,女,成都,375,非常满意,可能不会,经常,否,一般,不确定,5,9,总是
R01007,18-25,女,杭州,337,一般,肯定会,从不,否,一般,可能会,6,1,经常
R01008,18-25,女,深圳,375,满意,可能会,总是,是,满意,可能会,2,6,偶尔
R01009,46-55,男,北京,340,非常不满意,肯定会,偶尔,是,一般,可能会,10,2,总是
R01010,26-35,男,上海,538,非常不满意,不确定,经常,是,一般,肯定不会,10,1,偶尔
R01011,36-45,女,上海,243,一般,可能不会,总是,否,非常不满意,可能不会,7,6,经常
R01012,36-45,女,广州,245,满意,可能会,很少,否,不满意,不确定,7,7,经常
R01013,26-35,女,广州,493,满意,肯定会,经常,是,满意,肯定不会,5,2,经常
R01014,18-25,女,深圳,256,满意,肯定不会,经常,是,满意,可能不会,3,5,从不
R01015,36-45,女,广州,494,满意,可能会,很少,是,一般,不确定,9,9,经常
R01016,18-25,男,上海,303,一般,可能会,很少,否,满意,不确定,10,5,经常
R01017,18-25,女,广州,579,满意,肯定会,经常,是,一般,可能会,7,10,总是
R01018,26-35,女,成都,397,一般,可能会,很少,否,非常不满意,肯定会,3,9,经常
R01019,18-25,男,北京,595,非常满意,肯定会,经常,否,非常满意,可能会,1,4,经常
R01020,36-45,女,杭州,492,一般,不确定,经常,否,一般,不确定,5,8,很少
R01021,18-25,女,广州,595,一般,肯定不会,经常,是,一般,可能会,8,4,总是
R01022,18-25,男,北京,351,满意,可能会,偶尔,是,非常满意,不确定,10,9,经常
R01023,46-55,女,成都,324,满意,可能会,很少,否,非常满意,肯定不会,7,10,很少
R01024,26-35,男,杭州,327,满意,肯定会,从不,否,一般,可能会,8,2,偶尔
R01025,18-25,女,广州,551,非常满意,可能会,经常,是,一般,可能会,9,7,总是
R01026,46-55,男,北京,158,一般,可能会,偶尔,否,满意,可能不会,4,6,经常
R01027,18-25,女,成都,505,满意,不确定,总是,否,一般,可能会,1,6,经常
R01028,46-55,男,北京,478,非常满意,可能会,总是,是,一般,可能不会,5,3,经常
R01029,18-25,男,杭州,505,不满意,肯定会,经常,是,一般,不确定,5,1,经常
R01030,18-25,男,成都,398,不满意,肯定会,总是,是,非常满意,肯定会,7,3,经常
R01031,26-35,男,北京,368,满意,肯定会,经常,否,一般,可能会,10,4,经常
R01032,18-25,女,上海,476,非常满意,肯定会,经常,是,满意,可能不会,2,1,经常
R01033,36-45,女,深圳,204,满意,可能会,经常,是,满意,可能会,1,5,经常
R01034,18-25,女,广州,575,非常满意,可能不会,总是,否,一般,可能会,8,1,总是
R01035,18-25,女,广州,456,一般,可能不会,总是,否,一般,不确定,5,4,经常
R01036,36-45,女,广州,324,满意,肯定会,偶尔,否,一般,可能不会,2,3,很少
R01037,18-25,女,杭州,439,满意,可能会,偶尔,否,非常满意,不确定,4,2,总是
R01038,26-35,女,广州,368,一般,可能会,偶尔,是,满意,肯定会,7,4,总是
R01039,18-25,男,成都,515,满意,可能会,经常,否,满意,肯定会,8,8,偶尔
R01040,18-25,男,上海,567,非常满意,肯定会,经常,否,满意,肯定会,9,6,很少
R01041,36-45,男,上海,422,非常满意,可能会,偶尔,是,满意,肯定不会,4,8,偶尔
R01042,26-35,女,深圳,489,满意,不确定,偶尔,是,非常满意,不确定,8,6,很少
R01043,36-45,女,深圳,515,一般,不确定,从不,否,满意,可能会,4,1,经常
R01044,26-35,男,成都,119,满意,可能会,从不,否,满意,可能会,6,7,偶尔
R01045,36-45,男,广州,578,一般,可能会,经常,是,满意,肯定会,6,7,偶尔
R01046,26-35,男,广州,410,非常满意,肯定会,总是,是,一般,肯定会,1,1,偶尔
R01047,18-25,女,广州,89,非常满意,可能会,从不,是,一般,不确定,6,7,很少
R01048,26-35,女,广州,573,满意,可能会,经常,否,不满意,可能不会,6,9,很少
R01049,56+,女,深圳,518,满意,不确定,偶尔,是,一般,不确定,2,9,经常
R01050,18-25,女,广州,478,满意,可能会,偶尔,是,满意,不确定,7,9,总是
R01051,36-45,男,成都,76,满意,可能会,偶尔,是,满意,不确定,9,10,很少
R01052,46-55,女,杭州,228,满意,可能会,从不,是,满意,不确定,5,1,偶尔
R01053,26-35,男,深圳,552,满意,可能会,偶尔,否,非常不满意,肯定不会,2,4,总是
R01054,26-35,女,广州,457,一般,不确定,偶尔,否,一般,可能会,2,5,偶尔
R01055,56+,男,成都,572,一般,不确定,偶尔,是,不满意,可能不会,10,5,偶尔
R01056,18-25,女,北京,77,非常满意,可能会,经常,否,一般,可能会,4,6,总是
R01057,26-35,男,广州,476,满意,肯定会,总是,是,不满意,肯定不会,4,6,很少
R01058,26-35,男,杭州,252,非常不满意,可能会,偶尔,是,非常满意,不确定,6,9,经常
R01059,36-45,男,深圳,417,一般,可能会,经常,是,满意,可能会,8,9,经常
R01060,26-35,男,上海,411,非常满意,肯定会,从不,是,一般,肯定会,2,3,总是
R01061,46-55,男,成都,444,一般,肯定会,经常,否,不满意,不确定,10,3,很少
R01062,18-25,女,成都,270,非常满意,可能不会,很少,是,非常满意,肯定不会,1,1,总是
R01063,18-25,女,广州,126,非常满意,肯定会,很少,是,满意,可能会,5,3,很少
R01064,36-45,男,北京,438,满意,可能会,很少,否,非常不满意,可能会,2,3,很少
R01065,18-25,女,上海,381,一般,肯定会,偶尔,否,一般,不确定,4,4,很少
R01066,26-35,女,北京,424,一般,肯定会,总是,是,非常不满意,肯定不会,5,5,从不
R01067,36-45,男,广州,511,满意,可能会,从不,是,非常满意,可能会,6,10,偶尔
R01068,26-35,男,广州,380,一般,可能会,经常,是,满意,不确定,5,2,经常
R01069,26-35,女,杭州,248,满意,可能不会,偶尔,否,非常满意,不确定,3,1,偶尔
R01070,56+,女,成都,144,非常满意,肯定会,经常,是,非常满意,肯定会,7,7,经常
R01071,26-35,男,上海,155,非常不满意,肯定会,总是,否,满意,可能会,3,5,很少
R01072,26-35,男,广州,186,满意,可能不会,经常,否,不满意,肯定不会,8,6,总是
R01073,36-45,男,上海,471,一般,肯定会,经常,是,一般,可能不会,9,4,经常
R01074,18-25,男,成都,568,满意,肯定会,从不,是,一般,可能不会,6,8,很少
R01075,36-45,女,深圳,195,满意,可能会,经常,是,非常不满意,肯定会,8,5,经常
R01076,46-55,女,上海,565,满意,不确定,很少,是,不满意,可能会,2,5,偶尔
R01077,36-45,女,广州,105,一般,肯定会,总是,否,非常不满意,肯定会,9,7,从不
R01078,36-45,女,北京,449,非常不满意,可能会,很少,否,不满意,肯定不会,6,5,总是
R01079,36-45,男,上海,329,满意,肯定会,经常,否,一般,可能会,1,5,总是
R01080,18-25,女,深圳,574,非常满意,可能会,偶尔,是,满意,可能不会,2,7,偶尔
R01081,26-35,男,深圳,422,满意,可能不会,经常,是,满意,可能会,7,6,偶尔
R01082,18-25,男,广州,303,不满意,可能会,总是,是,不满意,肯定会,10,1,总是
R01083,26-35,男,北京,160,满意,肯定会,经常,是,一般,可能会,5,8,总是
R01084,26-35,女,成都,141,满意,可能会,很少,是,一般,可能会,5,9,经常
R01085,26-35,女,上海,390,满意,可能会,总是,是,一般,可能会,2,5,偶尔
R01086,18-25,女,北京,108,非常满意,不确定,偶尔,是,满意,肯定会,7,8,很少
R01087,26-35,男,北京,117,非常满意,不确定,很少,否,一般,肯定不会,9,5,总是
R01088,36-45,男,成都,589,满意,可能会,经常,是,满意,不确定,3,10,总是
R01089,26-35,女,深圳,436,满意,肯定会,经常,是,非常满意,可能会,3,9,总是
R01090,18-25,女,广州,173,满意,不确定,偶尔,是,非常满意,可能会,7,9,经常
R01091,56+,男,上海,492,满意,可能会,偶尔,是,非常满意,不确定,9,4,偶尔
R01092,18-25,女,杭州,335,满意,可能会,经常,是,不满意,可能不会,4,2,总是
R01093,46-55,男,成都,390,非常满意,可能会,经常,是,不满意,可能会,10,8,偶尔
R01094,18-25,女,上海,528,非常满意,可能不会,经常,否,一般,可能会,3,7,偶尔
R01095,18-25,男,成都,183,非常满意,可能会,经常,否,一般,不确定,5,10,偶尔
R01096,36-45,男,杭州,385,不满意,可能会,经常,是,不满意,不确定,9,10,偶尔
R01097,46-55,男,成都,68,非常满意,肯定不会,总是,是,满意,可能不会,2,7,经常
R01098,26-35,男,深圳,98,不满意,可能会,经常,否,不满意,肯定会,3,3,偶尔
R01099,26-35,女,广州,280,一般,可能会,很少,是,满意,可能会,9,5,偶尔
R01100,26-35,女,北京,110,非常满意,肯定会,总是,否,一般,可能会,4,5,经常
R01101,26-35,其他,广州,133,非常满意,不确定,很少,否,一般,肯定会,7,7,总是
R01102,18-25,男,北京,557,不满意,不确定,偶尔,是,非常不满意,可能不会,3,7,从不
